단축코드,한글명,group_tag
39830,오로라                                  ST3100600000000NNN NNNNNNNN0NNNNNNNN0000216500000100001NNN00NNN000000100N0900000001490270000000005002001010300000000001076200000000000538144500012       0 NN000001,3
40420,정상제이엘에스                          ST3100600000000NNN NNNNNNNN0NNNNNNNN0000062100000100001NNN00NNN000000100N0900000000228830000000005002000080100000000001567700000000000847877600012       0 NN0000005200,1
41460,한국전자인증                            ST3000000000000NNN NNNNNNNN0NNNNNNNN0000036500000100001NNN00NNN000000100N0900000001344610000000005002010111900000000001900000000000001072962450012       0 NN000000189,0
41830,인바디                                  ST2100910290000NNY NNNYNNNN0NNNNNNNN0000269500000100001NNN00NNN000000040Y0900000016619040000000005002000121400000000001348000000000000684189100012       0 NN000001,1
41930,동아화성                                ST3100910230000NNN NNNNNNNN0NNNNNNNN0000064100000100001NNN00NNN000000100N0900000001380840000000005002001122600000000001580000000000000800000000012       0 NN0000020,1
42110,에스씨디                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000012850000100001NNN00NNN000000100N0900000000487770000000005002000071300000000004832900000000002416478200012       0 NN0000011,6
42500,링네트                                  ST3000000000000NNN NNNNNNNN0NNNNNNNN0000037400000100001NNN00NNN000000100N0900000001363570000000005002002011000000000002229100000000001114557200012       0 NN000000,6
43150,바텍                                    ST2100910290000NNY NNNYNNNN0NNNNNNNN0000223000000100001NNN00NNN000000040Y0900000000287100000000005002006092900000000001485400000000000742712800012       0 NN00000,6
43370,피에이치에이                            ST2100910300000NNN NNNNNNNN0NNNNNNNN0000115200000100001NNN00NNN000000040Y0900000000620920000000005002001121300000000002100000000000001050000000012       0 NN000006155,6
43650,국순당                                  ST3100910190000NNN NNNNNNNN0NNNNNNNN0000042000000100001NNN00NNN000000100N0900000000408800000000005002000082400000000001785800000000000892915200012       0 NN000000,4
44960,이글벳                                  ST3101100000000NNN NNNNNNNN0NNNNNNNN0000042150000100001NNN00NNN000000100N0900000000656920000000005002000111600000000001264100000000000632094150012       0 NN000000,0
44990,에이치엔에스하이텍                      ST3100910280000 NN N    N  0  N    N0000145600000100001NNN00NNN000000100N0900000000514720000000005002024102500000000000803600000000000401803200012       0 NN000000603000,6
45100,한양이엔지                              ST2100600000000NNY NNYNNNNN0NNNNNNNN0000201000000100001NNN00NNN000000040Y0900000000517830000000005002000083100000000001800000000000000900000000012       0 NN00000559,2
46440,KG모빌리언스                            ST3000000000000NNN NNNNNNNN0NNNNNNNN0000049400000100001NNN00NNN000000060Y0900000001059030000000005002004121400000000003801000000000001900540100012       0 NN00000117,0
48430,유라테크                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000079700000100001NNN00NNN000000100N0900000000570850000000005002001011100000000001152000000000000576000000012       0 NN0000009,6
49830,승일                                    ST3100910260000NNN NNNNNNNN0NNNNNNNN0000090800000100001NNN00NNN000000100N0900000000004380000000005002001011800000000000613200000000000306605600012       0 NN00000,6
50860,아세아텍                                ST3100910270000NNN NNNNNNNN0NNNNNNNN0000018890000100001NNN00NNN000000100N0900000000475320000000005002010012600000000002250000000000001125000000006       0 NN0000011,6
50890,쏠리드                                  ST2100910280000NNN NNNNNNNN0NNNNNNNY0000086700000100001NNN00NNN000000100N0900000040222340000000005002005070800000000006075600000000003061082000012       0 NN000001,0
51360,토비스                                  ST2100910280000NNN NNNNNNNN0NNNNNNNN0000151800000100001NNN00NNN000000060Y0900000002002580000000005002004111900000000001582700000000000835852900012       0 NN000003,1
51390,YW                                      ST3101100000000NNN NNNNNNNN0NNNNNNNN0000039350000100001NNN00NNN000000100N0900000000070290000000005002001111500000000001135500000000000567768400012       0 NN000,6
51490,나라엠앤디                              ST3100910270000NNN NNNNNNNN0NNNNNNNN0000042250000100001NNN00NNN000000100N0900000001103220000000005002001061200000000001420000000000000723000000012       0 NN00000086,3
51500,CJ프레시웨이                            ST2101100000000YNN NNNNNNNN0NNNNNNNN0000253500000100001NNN00NNN000000050Y0900000000175540000000010002001072600000000001187100000000001187158600012       0 NN00001682,3
52330,코텍                                    ST3100910280000NNN NNNNNNNN0NNNNNNNN0000085300000100001NNN00NNN000000100N0900000000616430000000005002001071000000000001776100000000000888079450012       0 NN00000,6
52600,한네트                                  ST3000000000000NNN NNNNNNNN0NNNNNNNN0000040150000100001NNN00NNN000000100N0900000000664320000000005002001071000000000001156300000000000578185000012       0 NN000000,1
53080,케이엔솔                                ST3100910270000 NN N    N  0  N    N0000115500000100001NNN00NNN000000060Y0900000000682920000000005002020092400000000001299900000000000649990350012       0 NN0000023,6
53300,한국정보인증                            ST2000000000000NNN NNNNNNNN0NNNNNNNN0000061000000100001NNN00NNN000000060Y0900000005118280000000005002014020400000000004244100000000002122068050012       0 NN000000668,1
53450,세코닉스                                ST3100910290000NNN NNNNNNNN0NNNNNNNN0000053700000100001NNN00NNN000000100N0900000001145590000000005002001080900000000001479200000000000739640150012       0 NN0000023,3
53580,웹케시                                  ST2000000000000 NN N    N  0  N    N0000112500000100001NNN00NNN000000060Y0900000000550300000000005002019012500000000001363600000000000689312400012       0 NN000000,0
53610,프로텍                                  ST2100910270000NNN NNNNNNNN0NNNNNNNY0000316000000100001NNN00NNN000000060Y0900000000287400000000005002001081700000000001100000000000000550000000012       0 NN000000,6
53620,태양                                    ST3100910260000NNN NNNNNNNN0NNNNNNNN0000065100000100001NNN00NNN000000100N0900000000025150000000005002001080700000000000860000000000000430000000012       0 NN00000,6
53980,오상자이엘                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000034400000100001NNN00NNN000000100N0900000000604580000000005002002040900000000001898200000000000949139150012       0 NN00000064,6
54040,한국컴퓨터                              ST3100910280000NNN NNNNNNNN0NNNNNNNN0000047450000100001NNN00NNN000000100N0900000000289520000000005002002011500000000001607100000000000803564500012       0 NN00000170,6
54050,농우바이오                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000081900000100001NNN00NNN000000060Y0900000000654780000000005002002040200000000001603000000000000801528050012       0 NN00000080,6
54540,삼영엠텍                                ST3100910260000NNN NNNNNNNN0NNNNNNNN0000184000000100001NNN00NNN000000100N0900000033703580000000005002001111500000000001300000000000000751315050012       0 NN0000005,7
54670,대한뉴팜                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000066000000100001NNN00NNN000000100N0900000000435880000000005002002022600000000001435400000000000717746000012       0 NN0000020,1
54800,아이디스홀딩스                          ST3100600000000NNN NNNNNNNN0NNNNNNNN0000111800000100001NNN00NNN000000100N0900000000140630000000005002001092700000000001034700000000000517387800012       0 NN0000042180,6
54950,제이브이엠                              ST2100910270000NNY NNNNNNNN0NNNNYNNN0000280500000100001NNN00NNN000000040Y0900000004552830000000005002006060700000000001208900000000000604494600012       0 NN00000090,1
57030,YBM넷                                   ST3100600000000NNN NNNNNNNN0NNNNNNNN0000031100000100001NNN00NNN000000100N0900000000423510000000005002004060800000000001631200000000000815634850012       0 NN0000,0
58610,에스피지                                ST2100910280000NNN NNNNNNNN0NNNNNNNY0000311000000100001NNN00NNN000000060Y0900000002600240000000005002002072300000000002217700000000001108868000012       0 NN0000017,4
58630,엠게임                                  ST3000000000000NNN NNNNNNNN0NNNNNNNN0000063500000100001NNN00NNN000000100N0900000001276990000000005002008121900000000001954300000000000977193850012       0 NN000000,1
59210,메타바이오메드                          ST3100910240000NNN NNNNNNNN0NNNNNNNN0000056300000100001NNN00NNN000000100N0900000002565370000000005002008041500000000002796900000000001398457000012       0 NN0000005320,1
60250,NHN KCP                                 ST2101400000000NNN NNNNNNNN0NNNNNNNY0000160900000100001NNN00NNN000000040Y0900000004771920000000005002002010800000000004016000000000002008030550012       0 NN000,7
60560,HC홈센타                                ST3101100000000NNN NNNNNNNN0NNNNNNNN0000006860000100001NNN00NNN000000100N0900000000943640000000001002002071100000000012766900000000001276695250012       0 NN000001,3
60720,KH바텍                                  ST2100910280000NNN NNNNNNNN0NNNNNNNN0000123600000100001NNN00NNN000000060Y0900000001922840000000005002002052100000000002367700000000001183872100012       0 NN00000,0
60850,영림원소프트랩                          ST3000000000000 NN N    N  0  N    N0000059300000100001NNN00NNN000000100N0900000000145760000000005002020081200000000000813100000000000406550000012       0 NN0000003570,1
63570,NICE인프라                              ST3100600000000NNN NNNNNNNN0NNNNNNNN0000041650000100001NNN00NNN000000050Y0900000000731340000000005002006071400000000003414700000000001707386400012       0 NN000001,4
64850,에프앤가이드                            ST3000000000000 NN N    N  0  N    N0000086000000100001NNN00NNN000000100N0900000000298480000000005002020121700000000001141000000000000607016600012       0 NN000000175,7
65450,빅텍                                    ST3100910290000NNN NNNNNNNN0NNNNNNNN0000037600000100001NNN00NNN000000060Y0900000003886340000000002002003020500000000002865200000000000573056000012       0 NN00000,0
65510,휴비츠                                  ST3100910290000NNN NNNNNNNN0NNNNNNNN0000082600000100001NNN00NNN000000100N0900000000558150000000005002003103100000000001148500000000000607968550012       0 NN000000,6
65530,와이어블                                ST3000000000000NNN NNNNNNNN0NNNNNNNN0000013960000100001NNN00NNN000000100N0900000001513250000000005002002060400000000004783800000000002643000000012       0 NN0000002,0
65680,우주일렉트로                            ST2100910280000NNN NNNNNNNN0NNNNNNNN0000409000000100001NNN00NNN000000040Y0900000000611210000000005002004010200000000000924000000000000496711000012       0 NN000000927,0
66130,하츠                                    ST3100910280000NNN NNNNNNNN0NNNNNNNN0000044850000100001NNN00NNN000000100N0900000000394600000000005002003021100000000001280000000000000640000000012       0 NN00000,6
66620,국보디자인                              ST3101000000000NNN NNNNNNNN0NNNNNNNN0000200000000100001NNN00NNN000000050Y0900000000130720000000005002002090500000000000750000000000000375000000012       0 NN00000221,1
68930,디지털대성                              ST2100600000000NNN NNNNNNNN0NNNNNNNN0000069200000100001NNN00NNN000000100N0900000000799870000000005002003101700000000002767500000000001491124450012       0 NN00000119,1
69080,웹젠                                    ST2000000000000NNN NNNNNNNN0NNNNNNNY0000120600000100001NNN00NNN000000040Y0900000000878320000000005002003052300000000003460000000000001765544200012       0 NN00000,6
71280,로체시스템즈                            ST3100910270000NNN NNNNNNNN0NNNNNNNN0000110300000100001NNN00NNN000000100N0900000003067940000000005002003111400000000001529600000000000764830150012       0 NN000000665,1
72020,중앙백신                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000095900000100001NNN00NNN000000100N0900000000452960000000005002003103100000000000965800000000000498000000012       0 NN0000004,6
72870,메가스터디                              ST3101500000000NNN NNNNNNNN0NNNNNNNN0000112600000100001NNN00NNN000000100N0900000000122290000000005002004122100000000001192000000000000596047950012       0 NN00000064,2
72990,에이치시티                              ST3100600000000 NN N    N  0  N    N0000111900000100001NNN00NNN000000100N0900000000583140000000005002016101700000000000736500000000000368265800012       0 NN00000054,1
73560,우리손에프앤지                          ST3100910190000NNN NNNNNNNN0NNNNNNNN0000014240000100001NNN00NNN000000100N0900000001627550000000005002016072700000000006923700000000003461882150012       0 NN0000014030,6
74600,원익QnC                                 ST2100910250000NNN NNNNNNNN0NNNNNNNY0000236500000100001NNN00NNN000000060Y0900000001757090000000005002003121200000000002628800000000001314400000012       0 NN00000,3
78070,유비쿼스홀딩스                          ST3101400000000NNN NNNNNNNN0NNNNNNNN0000108000000100001NNN00NNN000000100N0900000000111770000000005002009012300000000001760400000000001034831400012       0 NN0000007250,0
78140,대봉엘에스                              ST3100910240000NNN NNNNNNNN0NNNNNNNN0000121300000100001NNN00NNN000000100N0900000000297880000000005002005122300000000001108600000000000554328950012       0 NN00000052,1
79940,가비아                                  ST2000000000000NNN NNNNNNNN0NNNNNNNN0000286500000100001NNN00NNN000000100N0900000000390820000000005002005101900000000001353500000000000676784200012       0 NN000001,7
80010,이상네트웍스                            ST3101100000000NNN NNNNNNNN0NNNNNNNN0000069800000100001NNN00NNN000000100N0900000000299440000000005002005093000000000000983500000000000500000000012       0 NN000000468,1
82920,비츠로셀                                ST1100910280000NNN NNNNNNNN0NNNNNNNN0000276000000100001NNN00NNN000000030Y0900000002018360000000005002009102800000000002287200000000001143610650012       0 NN0000011,7
83450,GST                                     ST2100910270000NNN NNNNNNNN0NNNNNNNN0000256000000100001NNN00NNN000000060Y0900000002054650000000005002006020100000000001843000000000000930913000012       0 NN000,1
83500,에프엔에스테크                          ST3100910270000 NN N    N  0  N    N0000129400000100001NNN00NNN000000100N0900000001433800000000005002017022700000000000857500000000000428786100012       0 NN0000004290,1
83930,아바코                                  ST3100910270000NNN NNNNNNNN0NNNNNNNN0000156500000100001NNN00NNN000000040Y0900000000784800000000005002005101100000000001467700000000000799825250012       0 NN000001,6
84110,휴온스글로벌                            ST2100910240000NNY NNNYNNNN0NNNNNNNN0000532000000100001NNN00NNN000000040Y0900000000652310000000005002006121900000000001263600000000000631841000012       0 NN000004118,0
85910,네오티스                                ST3100910300000NNN NNNNNNNN0NNNNNNNN0000043100000100001NNN00NNN000000100N0900000001416690000000005002007100100000000001393400000000000696740900012       0 NN0000003,0
86450,동국제약                                ST1100910240000NNY NNNYNNNN0NNNNNNNY0000177300000100001NNN00NNN000000030Y0900000002877400000000005002007052900000000004488300000000002244186750012       0 NN0000045,1
86670,비엠티                                  ST3100910270000NNN NNNNNNNN0NNNNNNNN0000115200000100001NNN00NNN000000100N0900000000147170000000005002007110200000000000992500000000000496294250012       0 NN000000,0
86710,선진뷰티사이언스                        ST3100910230000 NN N    N  0  N    N0000105800000100001NNN00NNN000000100N0900000001067060000000005002021012700000000001220300000000000610164000012       0 NN00000044100,1
86900,메디톡스                                ST1100910240000NNY NNNYNNNN0NNNNNNNY0001216000000100001NNN00NNN000000030Y0900000000343110000000005002009011600000000000729800000000000364924850012       0 NY0000012,4
89010,켐트로닉스                              ST2100910230000NNN NNNNNNNN0NNNNNNNN0000349000000100001NNN00NNN000000100N0900000015062880000000005002007011700000000001588400000000000794217300012       0 NN00000297,7
89980,상아프론테크                            ST2100910230000NNN NNNNNNNN0NNNNNNNN0000188000000100001NNN00NNN000000060Y0900000001188830000000005002011072100000000001598900000000000799451850012       0 NN000000855,4
90410,덕신이피씨                              ST3100910260000NNN NNNNNNNN0NNNNNNNN0000013350000100001NNN00NNN000000100N0900000002357380000000001002014080100000000004608400000000000460840950012       0 NN00000054,6
91590,남화토건                                ST3101000000000NNN NNNNNNNN0NNNNNNNN0000038200000100001NNN00NNN000000100N0900000000215370000000005002012013100000000001174000000000000587000000012       0 NN0000002,6
91700,파트론                                  ST2100910280000NNN NNNNNNNN0NNNNNNNY0000069000000100001NNN00NNN000000040Y0900000001168380000000005002006121300000000005700000000000002945910700012       0 NN000006,6
92300,현우산업                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000029650000100001NNN00NNN000000100N0900000001711170000000005002007102400000000001867200000000000933640800012       0 NN0000011,6
92460,한라IMS                                 ST3100910300000NNN NNNNNNNN0NNNNNNNN0000171800000100001NNN00NNN000000100N0900000011298850000000005002007052200000000001710900000000000880873350012       0 NN00000,7
92730,네오팜                                  ST2100910230000NNN NNNNNNNN0NNNNNNNN0000173200000100001NNN00NNN000000060Y0900000000491620000000005002007013000000000001602700000000000801399450012       0 NN000000,1
93190,빅솔론                                  ST3100910280000NNN NNNNNNNN0NNNNNNNN0000057500000100001NNN00NNN000000100N0900000000091550000000005002007082000000000001923800000000000961945250012       0 NN000000,6
93320,케이아이엔엑스                          ST2000000000000NNN NNNNNNNN0NNNNNNNN0000930000000100001NNN00NNN000000040Y0900000000221340000000005002011020800000000000488000000000000244000000012       0 NN0000007860,7
93920,서원인텍                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000056200000100001NNN00NNN000000100N0900000000125470000000005002007122000000000001860000000000000930000000012       0 NN0000010,6
94820,일진파워                                ST3101000000000NNN NNNNNNNN0NNNNNNNN0000112700000100001NNN00NNN000000100N0900000002042800000000005002007110600000000001507800000000000753935450012       0 NN0000011,3
94970,제이엠티                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000025700000100001NNN00NNN000000100N0900000002689670000000005002007101200000000001674800000000000837412000012       0 NN0000008,6
95340,ISC                                     ST1101100000000NNY NNYNNNNN0NNNNNNNY0000799000000100001NNN00NNN000000060Y0900000001559950000000005002007100100000000002119700000000001059852900012       0 NY000,7
95500,미래나노텍                              ST2100910230000NNN NNNNNNNN0NNNNNNNY0000116400000100001NNN00NNN000000060Y0900000005319190000000005002007100100000000003100900000000001550499950012       0 NN00000291,0
98120,마이크로컨텍솔                          ST3100910280000NNN NNNNNNNN0NNNNNNNN0000270500000100001NNN00NNN000000100N0900000001722980000000005002008092300000000000831200000000000415638300012       0 NN0000004770,7
99430,바이오플러스                            ST2100910240000 NN N    N  0  N    N0000063800000100001NNN00NNN000000060Y0900000004072260000000005002021092700000000006164000000000003082036100012       0 NN000000437,7
100120,뷰웍스                                  ST2100910290000NNY NNNYNNNN0NNNNNNNN0000192500000100001NNN00NNN000000040Y0900000000893640000000005002009041000000000000975000000000000500093250012       0 NN000001,6
100790,미래에셋벤처투자                        ST2101400000000 NN N    N  0  N    N0000082500000100001NNN00NNN000000060Y0900000002642750000000010002019031500000000005312400000000005502735000012       0 NN00000104300,4
101930,인화정공                                ST2100910300000NNN NNNNNNNN0NNNNNNNN0000596000000100001NNN00NNN000000060Y0900000000282040000000005002010102200000000000923200000000000494008250012       0 NN0000005,2
102710,이엔에프테크놀로지                      ST2100910230000NNN NNNNNNNN0NNNNNNNN0000488500000100001NNN00NNN000000040Y0900000001937530000000005002009052800000000001428700000000000714391800012       0 NN000003220000,7
104830,원익머트리얼즈                          ST2100910230000NNY NNNNNNYN0NNNNNNNN0000335000000100001NNN00NNN000000040Y0900000001165050000000005002011122800000000001260800000000000630400000012       0 NN0000015300,6
106190,하이텍팜                                ST3100910240000NNN NNNNNNNN0NNNNNNNN0000127900000100001NNN00NNN000000050Y0900000000453770000000005002010072800000000001063300000000000531658650012       0 NN0000007,1
108380,대양전기공업                            ST2100910300000NNN NNNNNNNN0NNNNNNNN0000296000000100001NNN00NNN000000060Y0900000001914300000000005002011070800000000000956700000000000478366650012       0 NN000001120,0
109080,옵티시스                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000093000000100001NNN00NNN000000100N0900000000523350000000005002011071200000000000563600000000000281800000012       0 NN0000002,6
109860,동일금속                                ST3100910260000NNN NNNNNNNN0NNNNNNNN0000077600000100001NNN00NNN000000100N0900000000008760000000005002009072800000000000910000000000000455000000012       0 NN0000004,6
115310,인포바인                                ST3000000000000NNN NNNNNNNN0NNNNNNNN0000667000000100001NNN02NNN000000100N0900000000015150000000005002010020900000000000319200000000000159644150012       0 NN0000001,2
115440,우리넷                                  ST3100910280000NNN NNNNNNNN0NNNNNNNN0000073500000100001NNN00NNN000000100N0900000001677640000000005002010012700000000001079400000000000539714600012       0 NN000000,6
120240,대정화금                                ST3100910230000NNN NNNNNNNN0NNNNNNNN0000124500000100001NNN00NNN000000100N0900000000199150000000005002010122000000000000719000000000000359519550012       0 NN0000009,6
121440,골프존홀딩스                            ST2101100000000NNN NNNNNNNN0NNNNNNNN0000051300000100001NNN00NNN000000050Y0900000000948430000000005002011052000000000004283600000000002141840900012       0 NN000001750,6
123570,이엠넷                                  ST3100600000000NNN NNNNNNNN0NNNNNNNN0000020200000100001NNN00NNN000000100N0900000000507490000000005002011112500000000002227600000000001113803900012       0 NN000000,6
126600,BGF에코머티리얼즈                       ST3100910230000NNN NNNNNNNN0NNNNNNNN0000028950000100001NNN00NNN000000100N0900000000538900000000005002010111200000000006276600000000003138344950012       0 NN0000020280,6
126640,화신정공                                ST3100910300000NNN NNNNNNNN0NNNNNNNN0000013200000100001NNN00NNN000000100N0900000006758840000000001002010083100000000003637300000000000363738870012       0 NN0000032,6
128660,피제이메탈                              ST3100910260000NNN NNNNNNNN0NNNNNNNN0000027000000100001NNN00NNN000000100N0900000000812800000000005002010121300000000002480300000000001240168450012       0 NN00000171,1
129890,앱코                                    ST3100910280000 NN N    N  0  N    N0000010190000100001NNN00NNN000000100N0900000002706420000000001002020120200000000005064300000000000506434100012       0 NN00000,1
130580,나이스디앤비                            ST3100600000000NNN NNNNNNNN0NNNNNNNN0000055400000100001NNN00NNN000000100N0900000000060620000000005002011122200000000001540000000000000770000000012       0 NN000000478,1
131290,티에스이                                ST2100910290000NNN NNNNNNNN0NNNNNNNY0000511000000100001NNN00NNN000000030Y0900000000731190000000005002011010500000000001106100000000000553071450012       0 NN0000020,0
131370,알서포트                                ST3000000000000NNN NNNNNNNN0NNNNNNNN0000027000000100001NNN00NNN000000060Y0900000002133190000000001002011010500000000005326700000000000532670830012       0 NN0000002,4
131970,두산테스나                              ST2100600000000NNN NNNNNNNN0NNNNNNNY0000517000000100001NNN00NNN000000060Y0900000005314430000000005002013102200000000001932700000000000966361900012       0 NN00000373,7
133750,메가엠디                                ST3100600000000NNN NNNNNNNN0NNNNNNNN0000018450000100001NNN00NNN000000100N0900000000549570000000005002015121800000000002340700000000001170353850012       0 NN0000001,6
136410,아셈스                                  ST3100910230000 NN N    N  0  N    N0000104000000100001NNN00NNN000000100N0900000000530090000000005002022020700000000001101900000000000567118300012       0 NN000000,1
136540,윈스테크넷                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000121600000100001NNN00NNN000000050Y0900000000129380000000005002011050200000000001227900000000000693208100012       0 NN00000039,2
137400,피엔티                                  ST1100910270000NNY NNNNNNNN0NNNNNNNY0000443500000100001NNN00NNN000000040Y0900000003574380000000005002012070600000000002374300000000001187154300012       0 NY000002,3
141000,비아트론                                ST3100910270000NNY NNYNNNNN0NNNNNNNN0000081000000100001NNN00NNN000000100N0900000000242510000000005002012050400000000001211400000000000605735500012       0 NN0000004,6
143160,아이디스                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000180300000100001NNN00NNN000000060Y0900000000381800000000005002011092600000000001071600000000000535819500012       0 NN0000016,6
143240,사람인                                  ST3000000000000NNN NNNNNNNN0NNNNNNNN0000133600000100001NNN00NNN000000060Y0900000000248730000000005002012022100000000001170900000000000585463150012       0 NN000000,6
144960,뉴파워프라즈마                          ST2100910270000 NN N    N  0  N    N0000063400000100001NNN00NNN000000100N0900000002852020000000001002016113000000000004369200000000000436926240012       0 NN0000027150,3
148150,세경하이테크                            ST2100910280000 NN N    N  0  N    N0000057700000100001NNN00NNN000000060Y0900000002353460000000005002019073000000000003586000000000001793021450012       0 NN000001288,1
158430,아톤                                    ST2000000000000 NN N    N  0  N    N0000066200000100001NNN00NNN000000060Y0900000007014250000000001002019101700000000002485000000000000248505290012       0 NN00000,0
160980,싸이맥스                                ST3100910270000NNN NNNNNNNN0NNNNNNNN0000192000000100001NNN00NNN000000060Y0900000000549110000000005002015061700000000001092400000000000546212150012       0 NN0000009,1
166090,하나머티리얼즈                          ST2100910280000 NN N    N  0  N    Y0000411500000100001NNN00NNN000000030Y0900000001312780000000005002017042800000000001977700000000000988883700012       0 NN0000012270,7
170030,현대공업                                ST3100910300000NNN NNNNNNNN0NNNNNNNN0000063400000100001NNN00NNN000000100N0900000009210150000000005002013120400000000001534000000000000767000000012       0 NN0000018,6
170790,파이오링크                              ST3100910280000NNN NNNNNNNN0NNNNNNNN0000091700000100001NNN00NNN000000100N0900000000745150000000005002013080100000000000671800000000000342816500012       0 NN00000026,6
170920,엘티씨                                  ST3100910230000NNN NNNNNNNN0NNNNNNNN0000217000000100001NNN00NNN000000100N0900000003156180000000005002013100800000000001021000000000000525503500012       0 NN000001,0
173130,오파스넷                                ST3000000000000 NN N    N  0  N    N0000063400000100001NNN00NNN000000100N0900000000445250000000005002018082400000000001304600000000000652323650012       0 NN0000010,1
179290,엠아이텍                                ST2100910290000 NN N    N  0  N    N0000062800000100001NNN00NNN000000060Y0900000005885770000000005002018112900000000003236500000000001637658900012       0 NN0000005,1
189980,흥국에프엔비                            ST3100910190000NNN NNNNNNNN0NNNNNNNN0000016620000100001NNN00NNN000000100N0900000000551060000000001002015080700000000004013700000000000401378270012       0 NN000000496,3
190510,나무가                                  ST2100910280000NNN NNNNNNNN0NNNNNNNN0000167600000100001NNN00NNN000000060Y0900000000584020000000005002015111200000000001433400000000000833793150012       0 NN000002,1
194700,노바렉스                                ST2100910190000 NN N    N  0  N    N0000174000000100001NNN00NNN000000050Y0900000002454060000000005002018111400000000001875400000000000937742400012       0 NN0000018,1
195940,HK이노엔                                ST1100910240000 NY N    N  0  N    Y0000488000000100001NNN00NNN000000030Y0900000002168380000000005002021080900000000002832900000000001445224950012       0 NY000008,0
199820,제일일렉트릭                            ST2100910280000 NN N    N  0  N    N0000109800000100001NNN00NNN000000060Y0900000005887840000000005002020112600000000002222000000000001111000000012       0 NN000001064,0
200130,콜마비앤에이치                          ST2100910240000NNN NNNNNNNN0NNNNNNNY0000139100000100001NNN00NNN000000040Y0900000000674690000000005002014072300000000002941500000000001477177900012       0 NN0000030080,0
200670,휴메딕스                                ST2100910240000NNY NNNYNNNN0NNNNNNNN0000505000000100001NNN00NNN000000040Y0900000000998370000000005002014122600000000001122900000000000561496500012       0 NN0000016,7
203450,유니온바이오메트릭스                    ST3100910280000 NN N    N  0  N    N0000029850000100001NNN00NNN000000100N0900000000245410000000005002016120700000000001407900000000000733950350012       0 NN0000002470000,6
204020,그리티                                  ST3100910200000 NN N    N  0  N    N0000022100000100001NNN00NNN000000100N0900000000722250000000005002018072300000000001945000000000001039304900012       0 NN000001,6
204610,티쓰리                                  ST3000000000000 NN N    N  0  N    N0000018970000100001NNN00NNN000000100N0900000002329360000000001002022111700000000006160100000000000683017200012       0 NN000000,1
206640,바디텍메드                              ST2100910240000NNY NNNYNNNN0NNNNNNNN0000135900000100001NNN00NNN000000040Y0900000000858690000000010002014122900000000002348600000000002348656000012       0 NN00000080,1
208140,정다운                                  ST3100910190000NNN NNNNNNNN0NNNNNNNN0000026500000100001NNN00NNN000000100N0900000001219700000000001002014121700000000003268400000000000326842460012       0 NN000000,2
212560,네오오토                                ST3100910300000NNN NNNNNNNN0NNNNNNNN0000054200000100001NNN00NNN000000100N0900000001087170000000005002015111800000000001181200000000000590612050012       0 NN0000021,1
214180,헥토이노베이션                          ST3000000000000NNN NNNNNNNN0NNNNNNNN0000162800000100001NNN00NNN000000050Y0900000000698740000000005002015063000000000001312400000000000678859250012       0 NN0000018140,1
215360,우리산업                                ST3100910300000NNY NYNNNNNN0NNNNNNNN0000085200000100001NNN00NNN000000100N0900000000702470000000005002015050600000000000913200000000000456608150012       0 NN0000027,3
216050,인크로스                                ST3100600000000 NN N    N  0  N    N0000070600000100001NNN00NNN000000100N0900000000502710000000005002016103100000000001284300000000000642161100012       0 NN0000002,6
218410,RFHIC                                   ST1100910280000NNN NNNNNNNN0NNNNNNNY0000357500000100001NNN00NNN000000060Y0900000009544300000000005002015063000000000002650300000000001340271700012       0 NN000,7
224110,에이텍모빌리티                          ST3100910280000NNN NNNNNNNN0NNNNNNNN0000098200000100001NNN00NNN000000100N0900000000413280000000005002015082500000000000534000000000000267000000012       0 NN0000001280,6
232680,라온테크                                ST3100910270000 NN N    N  0  N    N0000081600000100001NNN00NNN000000100N0900000000950530000000005002021061700000000001253400000000000626711700012       0 NN0000002,7
234300,에스트래픽                              ST3000000000000 NN N    N  0  N    N0000036750000100001NNN00NNN000000060Y0900000001521690000000005002017120500000000002720700000000001390492400012       0 NN00000075,0
234340,헥토파이낸셜                            ST2000000000000 NN N    N  0  N    N0000165600000100001NNN00NNN000000060Y0900000003239040000000005002019071200000000001397000000000000698532800012       0 NN000000905,3
234690,녹십자웰빙                              ST3100910240000 NN N    N  0  N    N0000090400000100001NNN00NNN000000050Y0900000000514200000000005002019101400000000001775200000000000887613800012       0 NN00000073,0
237690,에스티팜                                ST1100910240000NNY NNNYNNNN0NNNNNNNY0000968000000100001NNN00NNN000000030Y0900000002660020000000005002016062300000000002069700000000001034864500012       0 NY0000012,4
