단축코드,한글명,시가총액,per,pbr,ROE,부채비율,배당수익률
040910,아이씨디                                ST3100910270000NNY NNYNNNNN0NNYNNNNN0000046600000100001NNN00NNN000000100N0900000000726780000000005002011080500000000001857400000000000928713750012       0 NN0000010,863.0,-3.05,0.7,-14.36,105.07,0.0
041020,폴라리스오피스                          ST2000000000000NNN NNNNNNNN0NNNNNNNN0000050100000100001NNN00NNN000000100N0900000009147370000000005002005102800000000004972500000000002486274900012       0 NN0000015420,2551.0,36.13,2.38,4.08,16.08,0.0
041190,우리기술투자                            ST1101400000000NNN NNNNNNNN0NNNNNNNY0000090400000100001NNN00NNN000000100N0900000013135780000000005002000060900000000008400000000000004200000000012       0 NN000001942,7552.0,5.11,1.13,39.43,21.11,0.0
041440,현대에버다임                            ST3100910270000NNN NNNNNNNN0NNNNNNNN0000076900000100001NNN00NNN000000060Y0900000000680520000000005002003111400000000001791500000000000895797200012       0 NN000001474,1388.0,21.12,0.74,-0.74,73.05,14.0
041460,한국전자인증                            ST3000000000000NNN NNNNNNNN0NNNNNNNN0000036500000100001NNN00NNN000000100N0900000001344610000000005002010111900000000001900000000000001072962450012       0 NN000000189,709.0,17.85,1.17,8.47,33.35,14.0
041510,에스엠                                  ST1101500000000NNY NNNNNNNN0NNNNNNNY0001194000000100001NNN00NNN000000060Y0900000001475660000000005002000042700000000002289400000000001191545050012       0 NY000005,27359.0,153.6,3.96,69.46,52.39,80.0
041520,이엘씨                                  ST3100910290000NNN NNNNNNNN0NNNNNNNN0000070700000100001NNN00NNN000000100N0900000000233910000000005002003070400000000001218800000000000609436500012       0 NN000000,847.0,-315.91,0.46,-1.36,6.0,66.0
041590,플래스크                                ST3101000000000NNN NNNNNNNN0NNNNNNNN0000023700000100001YNY00NNN000000100N0900000000000000000000005002002110100000000004897200000000002448607900012       0 NN0000000,1161.0,-18.66,2.84,-12.46,22.12,0.0
041830,인바디                                  ST2100910290000NNY NNNYNNNN0NNNNNNNN0000269500000100001NNN00NNN000000040Y0900000016619040000000005002000121400000000001348000000000000684189100012       0 NN000001,3862.0,11.83,1.34,10.77,11.56,80.0
041910,폴라리스AI파마                          ST3100910240000NNN NNNNNNNN0NNNNNNNN0000062800000100001NNN00NNN000000100N0900000001035660000000005002004020600000000001350100000000000675080350012       0 NN000000596,867.0,20.45,0.66,3.23,4.56,0.0
041920,메디아나                                ST3100910290000NNN NNNNNNNN0NNNNNNNN0000053100000100001NNN00NNN000000100N0900000000426700000000005002014100700000000001859800000000000929911150012       0 NN0000003,988.0,15.85,0.77,1.74,10.33,0.0
041930,동아화성                                ST3100910230000NNN NNNNNNNN0NNNNNNNN0000064100000100001NNN00NNN000000100N0900000001380840000000005002001122600000000001580000000000000800000000012       0 NN0000020,1002.0,6.87,0.56,15.06,80.51,30.0
041960,코미팜                                  ST2100910240000NNY NNNYNNNN0NNNNNNNN0000060600000100001NNN00NNN000000100N0900000001230150000000001002001103000000000007344500000000000734455000012       0 NN000000,4436.0,32.47,6.27,-9.68,71.75,0.0
042000,카페24                                  ST1000000000000 NY N    N  0  N    Y0000366000000100001NNN00NNN000000100N0900000000948550000000005002018020800000000002425300000000001212652700012       0 NY00000,8695.0,33.63,3.98,15.8,54.89,0.0
042040,케이피엠테크                            ST3101100000000NNN NNNNNNNN0NNNNNNNN0000002300000100001NNN00NNN000000100N0900000009110260000000001002003010700000000019514500000000001951455740012       0 NN000000348,429.0,-0.98,0.56,-1.79,114.95,0.0
042110,에스씨디                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000012850000100001NNN00NNN000000100N0900000000487770000000005002000071300000000004832900000000002416478200012       0 NN0000011,618.0,7.35,0.47,7.42,29.03,7.0
042370,비츠로테크                              ST2101400000000NNN NNNNNNNN0NNNNNNNN0000088000000100001NNN00NNN000000050Y0900000006250880000000005002000080300000000002620000000000001310001250012       0 NN00000202,2313.0,27.85,0.98,-1.23,32.24,10.0
042420,네오위즈홀딩스                          ST2000000000000NNN NNNNNNNN0NNNNNNNN0000228500000100001NNN00NNN000000060Y0900000000078350000000005002000062700000000000836600000000000465343300012       0 NN0000019970,1928.0,-16.99,0.55,10.92,22.14,62.6
042500,링네트                                  ST3000000000000NNN NNNNNNNN0NNNNNNNN0000037400000100001NNN00NNN000000100N0900000001363570000000005002002011000000000002229100000000001114557200012       0 NN000000,837.0,6.51,0.7,9.53,32.34,48.0
042510,라온시큐어                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000097600000100001NNN00NNN000000100N0900000000816130000000025002001010300000000001120500000000002801293500012       0 NN00000024,1106.0,27.49,2.0,-11.63,46.43,0.0
042520,한스바이오메드                          ST3100910240000NNN NNNNNNNN0NNNNNNNN0000272500000100001NNN00NNN000000100N0900000008118350000000005002009100900000000001352600000000000676318350009       0 NN0000006610,3632.0,-50.19,5.0,-7.69,108.65,0.0
042600,새로닉스                                ST3100910280000NNN NNNNNNNN1NNNNNNNN0000163000000100001NNN02NNN000000100N0900000001325220000000005002002100100000000001242300000000000621178700012       0 NN0000009,1963.0,-3.64,1.61,-76.91,144.31,0.0
042940,상지건설                                ST3101000000000NNN NNNNNNNN0NNNNNNNN0000077900000100001NNN00NNN000000100N0900000001202800000000050002000101900000000000682800000000003414356000012       0 NN0000000,530.0,-1.16,0.36,-4.65,93.7,0.0
043090,더테크놀로지                            ST3101100000000NNN NNNNNNNN0NNYNNNNN0000003800000100001YNY00NNN000000100N0900000000000000000000005002001101100000000001241800000000000620913750012       0 NN000000044,47.0,-0.26,0.15,-56.01,22.55,0.0
043100,알파녹스                                ST3100910290000NNN NNNNNNNN0NNNNNNNN0000020800000100001NNN00NNN000000100N0900000004850460000000005002000080800000000002011000000000001005504000012       0 NN0000001,406.0,-2.41,1.1,-8.24,79.18,0.0
043150,바텍                                    ST2100910290000NNY NNNYNNNN0NNNNNNNN0000223000000100001NNN00NNN000000040Y0900000000287100000000005002006092900000000001485400000000000742712800012       0 NN00000,3261.0,5.91,0.72,8.49,36.77,20.0
043200,파루                                    ST3100910280000NNN NNNNNNNN0NNNNNNNN0000010040000100001NNN00NNN000000100N0900000002535300000000005002000071900000000004180400000000002090215750012       0 NN00000,421.0,-53.0,1.47,-23.17,132.19,0.0
043220,티에스넥스젠                            ST3100910270000NNN NNNNNNNN0NNYNNNNN0000001710000100001YNY00NYN000000100N0900000000000000000000005002001070300000000015922400000000007961208150012       0 NN000000081,272.0,-1.38,0.41,-56.31,97.37,0.0
043260,성호전자                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000019050000100001NNN01NNN000000100N0900000010733970000000005002001112900000000007092200000000003546141150012       0 NN0000011,1426.0,15.23,0.86,4.36,139.53,0.0
043340,에쎈테크                                ST3100910270000NNN NNNNNNNN0NNNNNNNN0000004510000100001NNN00NNN000000100N0900000000623770000000005002000082900000000009500000000000004750000000012       0 NN0000005,422.0,-14.32,1.65,-10.89,182.4,0.0
043360,디지아이                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000021200000100001NNN00NNN000000100N0900000000563030000000005002001072000000000000900000000000000450000000012       0 NN0000002,192.0,-10.12,0.46,-4.55,10.23,0.0
043370,피에이치에이                            ST2100910300000NNN NNNNNNNN0NNNNNNNN0000115200000100001NNN00NNN000000040Y0900000000620920000000005002001121300000000002100000000000001050000000012       0 NN000006155,2451.0,3.96,0.3,5.38,32.43,70.0
043590,웰킵스하이텍                            ST3100910280000NNN NNNNNNNN0NNNNNNNN0000006910000100001NNN00NNN000000100N0900000000525370000000005002001122000000000002713600000000001356838100012       0 NN000000111,182.0,-1.85,0.46,-1.39,53.56,0.0
043610,KT지니뮤직                              ST3101500000000NNN NNNNNNNN0NNNNNNNN0000018850000100001NNN00NNN000000060Y0900000001001050000000005002000072000000000005811500000000002905771900012       0 NN0000014,1097.0,-5.46,0.66,3.07,58.02,0.0
043650,국순당                                  ST3100910190000NNN NNNNNNNN0NNNNNNNN0000042000000100001NNN00NNN000000100N0900000000408800000000005002000082400000000001785800000000000892915200012       0 NN000000,752.0,54.68,0.31,3.31,7.75,14.0
043710,서울리거                                ST3101100000000NNN NNNNNNNN0NNNNNNNN0000008790000100001NNN00NNN000000100N0900000001514870000000005002002071100000000008656200000000004328125500012       0 NN0000001,759.0,8.2,1.12,-12.27,125.18,0.0
043910,자연과환경                              ST3100910250000NNN NNNNNNNN0NNNNNNNN0000006190000100001NNN00NNN000000100N0900000010210160000000005002005111800000000011339100000000005669572850012       0 NN00000023,703.0,-20.0,0.78,-3.48,53.03,0.0
044180,KD                                      ST3101000000000NNN NNNNNNNN0NNNNNNNN0000005810000100001NNN00NNN000000100N0900000008425200000000005002000111600000000002671700000000001335889950012       0 NN000,202.0,4.47,0.51,-23.47,788.52,0.0
044340,위닉스                                  ST3100910280000NNN NNNNNNNN0NNNNNNNN0000055800000100001NNN00NNN000000100N0900000000240760000000005002000102400000000001787300000000000893671250012       0 NN000001,992.0,-2.23,0.49,48.54,100.36,60.0
044480,빌리언스                                ST3100910230000NNN NNNNNNNN0NNNNNNNN0000003580000100001NNN00NNN000000100N0900000023203310000000001002001011100000000008066300000000000806637280012       0 NN0000001,294.0,-10.11,0.91,-9.23,67.75,0.0
044490,태웅                                    ST1100910260000NNY NNNNNNNN0NNNNYNNN0000313500000100001NNN00NNN000000040Y0900000003105650000000005002001110800000000002000700000000001000369050012       0 NN00000,6152.0,24.92,1.02,4.42,34.43,0.0
044780,에이치케이                              ST3100910270000NNN NNNNNNNN0NNNNNNNN0000013730000100001NNN00NNN000000100N0900000000140960000000005002000090700000000001850500000000000925289350012       0 NN00000021,260.0,-11.5,0.44,-0.94,29.4,0.0
044960,이글벳                                  ST3101100000000NNN NNNNNNNN0NNNNNNNN0000042150000100001NNN00NNN000000100N0900000000656920000000005002000111600000000001264100000000000632094150012       0 NN000000,534.0,14.42,1.05,7.89,26.03,12.0
044990,에이치엔에스하이텍                      ST3100910280000 NN N    N  0  N    N0000145600000100001NNN00NNN000000100N0900000000514720000000005002024102500000000000803600000000000401803200012       0 NN000000603000,1148.0,7.42,1.03,7.79,12.34,50.0
045060,오공                                    ST3100910230000NNN NNNNNNNN0NNNNNNNN0000023650000100001NNN00NNN000000100N0900000000254590000000005002000081000000000001694100000000000847098700012       0 NN00000,399.0,5.02,0.34,3.78,19.24,10.0
045100,한양이엔지                              ST2100600000000NNY NNYNNNNN0NNNNNNNN0000201000000100001NNN00NNN000000040Y0900000000517830000000005002000083100000000001800000000000000900000000012       0 NN00000559,3627.0,4.75,0.58,8.42,39.57,130.0
045300,성우테크론                              ST3100910280000NNN NNNNNNNN0NNNNNNNN0000032150000100001NNN00NNN000000100N0900000000186840000000005002001121800000000001034700000000000517368250012       0 NN00000021,339.0,15.16,0.48,5.58,35.05,0.0
045340,토탈소프트                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000078800000100001NNN00NNN000000100N0900000000667260000000005002002071900000000000855800000000000427902000012       0 NN00000020,667.0,10.93,2.43,24.76,55.82,0.0
045390,대아티아이                              ST2100910280000NNN NNNNNNNN0NNNNNNNN0000041650000100001NNN00NNN000000060Y0900000029502250000000001002001051700000000007047300000000000711515220012       0 NN00000078,2858.0,19.4,2.14,14.62,98.84,0.0
045510,정원엔시스                              ST3101100000000NNN NNNNNNNN0NNNNNNNN0000010260000100001NNN00NNN000000100N0900000000602830000000005002000090700000000003220900000000001610464600012       0 NN00000084,334.0,35.76,0.74,2.99,95.31,0.0
045520,크린앤사이언스                          ST3100910270000NNN NNNNNNNN0NNNNNNNN0000036700000100001NNN00NNN000000100N0900000000166010000000005002000120500000000000650000000000000365000000012       0 NN0000005110,236.0,-3.19,1.04,1.68,294.2,0.0
045660,에이텍                                  ST3100910280000NNN NNNNNNNN0NNNNNNNN0000110700000100001NNN00NNN000000100N0900000000604250000000005002001052400000000000826000000000000413000000012       0 NN000000,919.0,5.91,0.83,36.23,99.9,60.0
045970,코아시아                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000063100000100001NNN00NNN000000100N0900000002746500000000005002000080300000000002631400000000001315743800012       0 NN0000020,1845.0,-3.93,1.85,-12.61,185.64,0.0
046070,코다코                                  ST3100910300000NNN NNNNNNNN0NNYNNNNN0000102800000100001YNY00NNN000000100N0900000000000000000000005002000122600000000001548600000000000774304450012       0 NN000001,1592.0,1.78,9.74,-17.15,1643.46,0.0
046120,오르비텍                                ST3100600000000NNN NNNNNNNN0NNNNNNNN0000039250000100001NNN00NNN000000100N0900000023706720000000005002010061500000000002744900000000001372474300012       0 NN0000002,1180.0,54.43,2.01,22.28,73.41,0.0
046210,HLB파나진                               ST3100910240000NNN NNNNNNNN0NNNNNNNN0000016900000100001NNN00NNN000000100N0900000002032090000000005002000081600000000004512600000000002256335900012       0 NN000000,761.0,-36.67,0.94,1.62,35.73,0.0
046310,백금T&A                                 ST3100910280000NNN NNNNNNNN0NNNNNNNN0000029000000100001NNN00NNN000000100N0900000000653950000000005002002020500000000001641800000000000820932050012       0 NN00000,467.0,3.53,0.65,7.98,25.53,20.0
046390,삼화네트웍스                            ST3101500000000NNN NNNNNNNN0NNNNNNNN0000015570000100001NNN00NNN000000100N0900000079594770000000002002001011100000000004317200000000000863458660012       0 NN000000013,637.0,34.3,1.01,-8.4,44.07,0.0
046440,KG모빌리언스                            ST3000000000000NNN NNNNNNNN0NNNNNNNN0000049400000100001NNN00NNN000000060Y0900000001059030000000005002004121400000000003801000000000001900540100012       0 NN00000117,1878.0,19.76,0.53,6.34,57.03,44.0
046890,서울반도체                              ST2100910280000NNY NNYNNNNN0NNNNNNNY0000063800000100001NNN00NNN000000040Y0900000002124560000000005002002011700000000005830500000000002915270000012       0 NN00000490,3656.0,-72.07,0.5,-12.96,76.1,0.0
046940,우원개발                                ST3101000000000NNN NNNNNNNN0NNNNNNNN0000028800000100001NNN00NNN000000100N0900000001950610000000005002002061800000000001807400000000000903717500012       0 NN0000018,522.0,70.49,0.5,18.62,133.91,0.0
046970,우리로                                  ST3101100000000NNN NNNNNNNN0NNNNNNNN0000013270000100001NNN00NNN000000100N0900000005987120000000005002012112700000000004382400000000002191249950012       0 NN000000,577.0,-11.25,1.38,-8.33,40.82,0.0
047080,한빛소프트                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000012030000100001NNN00NNN000000100N0900000000472850000000005002002011000000000002482200000000001241118100012       0 NN00000020,299.0,17.43,2.47,20.17,33.17,0.0
047310,파워로직스                              ST3100910280000NNN NNNNNNNN0NNNNNNNN0000041500000100001NNN00NNN000000100N0900000001632520000000005002003072500000000003661000000000001853760250012       0 NN00000344,1508.0,13.92,0.7,-8.07,76.02,0.0
047560,이스트소프트                            ST2000000000000NNN NNNNNNNN0NNNNNNNN0000218500000100001NNN00NNN000000100N0900000001152650000000005002008070100000000001169900000000000584979600012       0 NN000000564,2627.0,-22.27,3.27,-14.21,152.34,0.0
047770,코데즈컴바인                            ST3100910200000NNN NNNNNNNN0NNNNNNNN0000025600000100001NNN00NNN000000100N0900000086124810000000005002001091800000000003784200000000001892130100012       0 NN000000178,959.0,46.09,1.46,6.16,29.11,0.0
047820,초록뱀미디어                            ST3101500000000NNN NNNNNNNN0NNNNNNNN0000054900000100001NNN00NNN000000100N0900000000939060000000050002002122400000000002445300000000012226965000012       0 NN000000882,1323.0,-32.79,0.5,-3.35,46.96,0.0
047920,HLB제약                                 ST2100600000000NNN NNNNNNNN0NNNNNNNN0000155900000100001NNN00NNN000000100N0900000002635470000000005002015122100000000003279900000000001639967800012       0 NN00000,5041.0,240.16,4.2,4.14,32.71,0.0
048410,현대바이오                              ST2100910230000NNN NNNNNNNN0NNNNNNNY0000052900000100001NNN00NNN000000100N0900000003660800000000005002002080800000000009604000000000004802048000012       0 NN00000001,5013.0,-62.89,11.01,-27.01,4.68,0.0
048430,유라테크                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000079700000100001NNN00NNN000000100N0900000000570850000000005002001011100000000001152000000000000576000000012       0 NN0000009,916.0,6.85,0.63,8.86,17.12,60.0
048470,대동스틸                                ST3101100000000NNN NNNNNNNN0NNNNNNNN0000031200000100001NNN00NNN000000100N0900000000494870000000005002002011000000000001000000000000000500000000012       0 NN0000013,311.0,69.0,0.43,0.64,32.47,6.0
048530,인트론바이오                            ST3100910240000NNY NNNYNNNN0NNNNNNNN0000033750000100001NNN00NNN000000100N0900000003203090000000005002011012600000000003415000000000001707538100012       0 NN000000024,1134.0,-43.68,1.11,-7.9,8.05,20.0
048550,SM C&C                                  ST3100600000000NNN NNNNNNNN0NNNNNNNN0000013300000100001NNN00NNN000000060Y0900000006736010000000005002001011800000000009671400000000004835731000012       0 NN000,1282.0,-9.08,1.52,-6.78,161.34,0.0
048770,TPC                                     ST3100910270000NNN NNNNNNNN0NNNNNNNN0000021300000100001NNN00NNN000000100N0900000000768810000000005002001011600000000001569700000000000784899550012       0 NN000,347.0,-7.08,0.84,-12.26,182.39,2.0
048830,엔피케이                                ST3100910230000NNN NNNNNNNN0NNNNNNNN0000011240000100001NNN00NNN000000100N0900000000110630000000005002000101200000000001872300000000000936196150012       0 NN0000004,204.0,-24.22,0.45,1.9,58.17,6.0
048870,시너지이노베이션                        ST2100910290000NNN NNNNNNNN0NNNNNNNN0000024600000100001NNN00NNN000000040Y0900000004229740000000005002004081300000000008810600000000004405348150012       0 NN00000054900,2145.0,19.48,1.1,2.12,26.28,0.0
048910,대원미디어                              ST3101100000000NNN NNNNNNNN0NNNNNNNN0000083200000100001NNN00NNN000000060Y0900000000506080000000005002001073100000000001257800000000000631947300012       0 NN00000146,1028.0,-65.36,1.02,0.93,73.06,0.0
049070,인탑스                                  ST2100910280000NNN NNNNNNNN0NNNNNNNY0000154700000100001NNN00NNN000000040Y0900000000465660000000005002002022100000000001720000000000000860000000012       0 NN000003,2783.0,12.93,0.4,-0.52,15.75,10.0
049080,기가레인                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000005180000100001NNN00NNN000000100N0900000017176390000000005002013121900000000008488300000000004244167350012       0 NN0000002,446.0,-7.41,0.91,-21.72,91.93,0.0
049120,파인디앤씨                              ST3100910280000NNN NNNNNNNN0NNNNNNNN0000008670000100001NNN00NNN000000100N0900000000177740000000005002001072600000000005300800000000002650415950012       0 NN00000043,469.0,-17.7,1.3,-7.52,177.46,0.0
049180,셀루메드                                ST3100910240000NNY NNNYNNNN0NNYNNNNN0000006710000100001NNY00NYN000000100N0900000001575550000000005002002052300000000005495700000000002747853150012       0 NN0000007,379.0,-1.09,4.03,-93.62,779.99,0.0
049430,코메론                                  ST3100910290000NNN NNNNNNNN0NNNNNNNN0000106900000100001NNN00NNN000000100N0900000000236560000000005002001011600000000000904800000000000452400000012       0 NN000000,952.0,3.49,0.41,9.61,2.81,60.0
049470,비트플래닛                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000017900000100001NNN00NNN000000100N0900000005937540000000001002001101100000000011772400000000001177244980012       0 NN00000036,2073.0,-92.68,2.79,-3.07,15.95,0.0
049480,오픈베이스                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000024850000100001NNN00NNN000000100N0900000003464990000000005002001010900000000003142200000000001571119150012       0 NN00000088,789.0,10.41,0.89,5.46,79.05,5.0
049520,유아이엘                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000031050000100001NNN00NNN000000100N0900000000583910000000005002001080200000000003224700000000001637370300012       0 NN0000021,1008.0,3.39,0.5,9.87,39.05,20.0
049550,잉크테크                                ST3100910230000NNN NNNNNNNN0NNNNNNNN0000029750000100001NNN00NNN000000100N0900000000037920000000005002002022800000000001960600000000001010413000012       0 NN0000003,580.0,18.85,0.76,-2.98,113.35,0.0
049630,재영솔루텍                              ST3100910290000NNN NNNNNNNN0NNNNNNNN0000010210000100001NNN00NNN000000100N0900000077850360000000005002003012400000000010179100000000005089591000012       0 NN00000071,1087.0,21.8,1.3,-8.62,168.53,0.0
049720,고려신용정보                            ST3100600000000NNN NNNNNNNN0NNNNNNNN0000104400000100001NNN00NNN000000060Y0900000000438870000000005002002013100000000001430000000000000715000000012       0 NN000000875,1494.0,11.29,2.82,22.65,88.81,48.0
049830,승일                                    ST3100910260000NNN NNNNNNNN0NNNNNNNN0000090800000100001NNN00NNN000000100N0900000000004380000000005002001011800000000000613200000000000306605600012       0 NN00000,558.0,15.24,0.37,2.49,18.68,24.0
049950,미래컴퍼니                              ST3100910270000NNN NNNNNNNN0NNNNNNNN0000154500000100001NNN00NNN000000100N0900000000666190000000005002005010400000000000881700000000000440894200012       0 NN00000017,1349.0,-18.89,1.0,-24.27,19.07,0.0
049960,쎌바이오텍                              ST3100910240000NNY NNNYNNNN0NNNNNNNN0000118000000100001NNN00NNN000000050Y0900000000106200000000005002002121300000000000940000000000000470000000012       0 NN00000023,1105.0,7.3,0.75,3.69,4.91,90.0
050090,비케이홀딩스                            ST3100600000000NNN NNNNNNNN0NNYNNNNN0000009650000100001NNN00NNN000000100N0900000023672790000000005002004062900000000001978400000000000989236750012       0 NN000000127,202.0,-10.0,1.25,-12.48,25.58,0.0
050110,캠시스                                  ST3100910280000NNN NNNNNNNN0NNNNNNNN0000007000000100001NNN00NNN000000100N0900000002742450000000005002001051700000000007382400000000003691205900012       0 NN000002,517.0,-2.67,0.67,-33.74,293.82,0.0
050120,ES큐브                                  ST3101100000000NNN NNNNNNNN0NNNNNNNN0000028300000100001NNN00NNN000000100N0900000000259160000000050002002042500000000001356400000000006909201350012       0 NN00000,387.0,42.54,0.44,-17.52,10.64,0.0
050760,에스폴리텍                              ST3100910230000NNN NNNNNNNN0NNNNNNNN0000015370000100001NNN00NNN000000100N0900000000359390000000005002002051600000000001633400000000000816733900012       0 NN00000033,248.0,4.93,0.36,-13.54,86.64,5.0
050860,아세아텍                                ST3100910270000NNN NNNNNNNN0NNNNNNNN0000018890000100001NNN00NNN000000100N0900000000475320000000005002010012600000000002250000000000001125000000006       0 NN0000011,425.0,15.37,0.31,2.12,51.52,10.0
050890,쏠리드                                  ST2100910280000NNN NNNNNNNN0NNNNNNNY0000086700000100001NNN00NNN000000100N0900000040222340000000005002005070800000000006075600000000003061082000012       0 NN000001,4897.0,10.69,1.51,2.53,56.44,10.0
050960,수산아이앤티                            ST3000000000000 NN N    N  0  N    N0000097000000100001NNN00NNN000000100N0900000000244870000000005002016101100000000000675100000000000337550000012       0 NN000000267,640.0,14.45,0.73,5.16,4.88,40.0
051160,지어소프트                              ST3000000000000NNN NNNNNNNN0NNNNNNNN0000071600000100001NNN00NNN000000060Y0900000000545070000000005002002052800000000001547400000000000773721500012       0 NN00000296,1083.0,6.07,0.71,10.55,43.93,0.0
051360,토비스                                  ST2100910280000NNN NNNNNNNN0NNNNNNNN0000151800000100001NNN00NNN000000060Y0900000002002580000000005002004111900000000001582700000000000835852900012       0 NN000003,2374.0,4.21,0.97,16.33,94.56,60.0
051370,인터플렉스                              ST3100910280000NNN NNNNNNNN0NNNNNNNN0000092500000100001NNN00NNN000000060Y0900000001231960000000005002003012200000000002332700000000001166373600012       0 NN00000217,2158.0,3.91,0.77,5.79,16.66,0.0
051380,피씨디렉트                              ST3101100000000NNN NNNNNNNN0NNNNNNNN0000021650000100001NNN00NNN000000100N0900000000856450000000005002002021500000000001534000000000000767003600012       0 NN00000333,334.0,-50.58,0.82,-1.64,135.47,10.0
051390,YW                                      ST3101100000000NNN NNNNNNNN0NNNNNNNN0000039350000100001NNN00NNN000000100N0900000000070290000000005002001111500000000001135500000000000567768400012       0 NN000,450.0,10.55,0.48,4.99,19.13,40.0
051490,나라엠앤디                              ST3100910270000NNN NNNNNNNN0NNNNNNNN0000042250000100001NNN00NNN000000100N0900000001103220000000005002001061200000000001420000000000000723000000012       0 NN00000086,606.0,16.86,0.58,2.18,138.47,18.0
051500,CJ프레시웨이                            ST2101100000000YNN NNNNNNNN0NNNNNNNN0000253500000100001NNN00NNN000000050Y0900000000175540000000010002001072600000000001187100000000001187158600012       0 NN00001682,2968.0,11.45,0.71,7.89,264.68,45.0
051780,큐로홀딩스                              ST3101100000000NNN NNNNNNNN0NNNNNNNN0000014240000100001NNN00NNN000000100N0900000006124130000000005002001062600000000002324200000000001162112250012       0 NN00000029,319.0,-1.24,1.1,-48.17,281.66,0.0
051980,중앙첨단소재                            ST2100910280000NNN NNNNNNNN2NNNNNNNN0000038450000100001NNN00NNN000000100N0900000016474240000000005002001073100000000011109100000000005579585450012       0 NN000000084,4149.0,-4.9,3.85,-11.69,28.07,0.0
052020,에스티큐브                              ST2101100000000NNN NNNNNNNN0NNYNNNNN0000083500000100001NNN00NNN000000100N0900000003774810000000005002001070500000000006798300000000003399164550012       0 NN00000002,5806.0,-21.09,6.15,-22.47,19.4,0.0
052220,iMBC                                    ST3101500000000NNN NNNNNNNN0NNNNNNNN0000032100000100001NNN00NNN000000100N0900000001644350000000005002005012100000000002300000000000001150000000012       0 NN000,723.0,37.0,1.18,-19.73,29.51,0.0
052260,현대바이오랜드                          ST3100910230000NNN NNNNNNNN0NNNNNNNN0000044650000100001NNN00NNN000000060Y0900000001405740000000005002001051700000000003000000000000001500000000012       0 NN0000006830,1331.0,23.34,0.96,-2.82,16.6,14.0
052300,오션인더블유                            ST3101100000000NNN NNNNNNNN0NNNNNNNN0000023250000100001NNN00NNN000000100N0900000000785680000000050002001080200000000001686500000000008432571500012       0 NN000000036,392.0,0.86,0.14,30.46,45.16,0.0
052330,코텍                                    ST3100910280000NNN NNNNNNNN0NNNNNNNN0000085300000100001NNN00NNN000000100N0900000000616430000000005002001071000000000001776100000000000888079450012       0 NN00000,1527.0,5.21,0.38,6.22,24.23,50.0
052400,코나아이                                ST1000000000000NNN NNNNNNNN0NNNNNNNN0000486000000100001NNN00NNN000000060Y0900000003107990000000005002001101800000000001456300000000000777955900012       0 NN0000012,6859.0,23.21,3.43,24.11,109.66,136.0
052420,오성첨단소재                            ST3100910230000NNN NNNNNNNN0NNNNNNNN0000016140000100001NNN00NNN000000060Y0900000011373110000000005002001080700000000009117000000000004846166250012       0 NN000000810,1433.0,11.07,0.55,9.53,19.76,0.0
052460,아이크래프트                            ST3000000000000NNN NNNNNNNN0NNNNNNNN0000024800000100001NNN00NNN000000100N0900000009675200000000005002005010300000000001460700000000000730396800012       0 NN000000697,391.0,-42.46,0.9,5.8,100.06,0.0
052600,한네트                                  ST3000000000000NNN NNNNNNNN0NNNNNNNN0000040150000100001NNN00NNN000000100N0900000000664320000000005002001071000000000001156300000000000578185000012       0 NN000000,465.0,13.58,1.24,9.24,43.84,36.0
052670,제일바이오                              ST3100910240000NNN NNNNNNNN0NNYNNNNN0000020800000100001YNY00NNN000000100N0900000000000000000000005002002012400000000002912900000000001456453200012       0 NN00000013,606.0,-148.57,1.62,-1.33,12.51,0.0
052710,아모텍                                  ST3100910280000NNN NNNNNNNN0NNNNNNNN0000101400000100001NNN00NNN000000100N0900000000900610000000005002003080100000000001461500000000000730755450012       0 NN000001,1542.0,-7.79,1.03,12.57,117.09,0.0
052770,아이톡시                                ST3000000000000NNN NNNNNNNN0NNYNNNNN0000004790000100001NNY00NNN000000100N0900000001519300000000005002002082200000000005827500000000002913754950012       0 NN0000000,271.0,-1.3,4.12,-216.69,100.89,0.0
052790,액토즈소프트                            ST3000000000000NNN NNNNNNNN0NNNNNNNN0000061800000100001NNN00NNN000000100N0900000000461430000000005002001081400000000001133000000000000566531900012       0 NN000000230,704.0,9.45,0.29,-0.34,50.75,0.0
052860,아이앤씨                                ST3100910280000NNN NNNNNNNN0NNNNNNNN0000024950000100001NNN00NNN000000100N0900000000732350000000005002009100600000000001786200000000000893142700012       0 NN0000002,445.0,-3.73,1.18,24.69,64.68,0.0
